Element,Concentration,New_Region
Sulfur,0.000852282,"1734,0.5"
Chlorine,0.0177285,"1734,0.75"
Potassium,0.00349523,"1735,0.0"
Calcium,0.0381894,"1735,0.25"
Titanium,0.00171186,"1735,0.5"
Chromium,0.0073588,"1735,0.75"
Manganese,0.0144275,"1736,0.0"
Iron,0.0367046,"1736,0.25"
Nickel,0.00139714,"1736,0.5"
Bromine,0.0786602,"1736,0.75"
Oxygen,0.656396,"1737,0.0"
Magnesium,0.000836899,"1737,0.25"
Aluminum,0.0105653,"1737,0.5"
Silicon,0.320988,"1737,0.75"
Phosphorus,0.000656984,"1738,0.0"
Sulfur,0.000634655,"1738,0.25"
Potassium,0.00104109,"1738,0.5"
Calcium,0.00101564,"1738,0.75"
Titanium,0.000849828,"1739,0.0"
Chromium,0.00156564,"1739,0.25"
Manganese,0.00222279,"1739,0.5"
Iron,0.00218658,"1739,0.75"
Nickel,0.00104038,"1740,0.0"
Oxygen,0.252621,"1740,0.25"
Sodium,0.0177711,"1740,0.5"
Silicon,0.0679043,"1740,0.75"
Chlorine,0.0230533,"1741,0.0"
Potassium,0.313608,"1741,0.25"
Bromine,0.325043,"1741,0.5"
Oxygen,0.653875,"1741,0.75"
Magnesium,0.0709841,"1742,0.0"
Aluminum,0.00231359,"1742,0.25"
Silicon,0.239165,"1742,0.5"
Phosphorus,0.000671375,"1742,0.75"
Sulfur,0,"1743,0.0"
Potassium,0.000531949,"1743,0.25"
Calcium,0.00207577,"1743,0.5"
Titanium,0.00130266,"1743,0.75"
Chromium,0.00159994,"1744,0.0"
Manganese,0.0018929,"1744,0.25"
Iron,0.0234619,"1744,0.5"
Nickel,0.00212634,"1744,0.75"
Oxygen,0.562821,"1745,0.0"
Magnesium,0.00206282,"1745,0.25"
Aluminum,0,"1745,0.5"
Silicon,0.178597,"1745,0.75"
Phosphorus,0.0688229,"1746,0.0"
Sulfur,0.000782162,"1746,0.25"
Potassium,0.00128307,"1746,0.5"
Calcium,0.135183,"1746,0.75"
Titanium,0.00157102,"1747,0.0"
Chromium,0.0028943,"1747,0.25"
Manganese,0.00456569,"1747,0.5"
Iron,0.0143722,"1747,0.75"
Nickel,0.00256438,"1748,0.0"
Bromine,0.0244813,"1748,0.25"
Oxygen,0.504281,"1748,0.5"
Sodium,0.20971,"1748,0.75"
Aluminum,0.0115381,"1749,0.0"
Silicon,0.0846678,"1749,0.25"
Phosphorus,0.000717472,"1749,0.5"
Sulfur,0.126835,"1749,0.75"
Chlorine,0.0438779,"1750,0.0"
Manganese,0.00404574,"1750,0.25"
Iron,0.0143273,"1750,0.5"
Oxygen,0.660743,"1750,0.75"
Magnesium,0.0985204,"1751,0.0"
Silicon,0.18556,"1751,0.25"
Phosphorus,0.000678427,"1751,0.5"
Sulfur,0.000655369,"1751,0.75"
Calcium,0.0204513,"1752,0.0"
Manganese,0.000765114,"1752,0.25"
Iron,0.0259663,"1752,0.5"
Germanium,0.00665941,"1752,0.75"
Oxygen,0.730496,"1753,0.0"
Silicon,0.269153,"1753,0.25"
Phosphorus,0,"1753,0.5"
Sulfur,0,"1753,0.75"
Manganese,0.000351056,"1754,0.0"
Oxygen,0.0950297,"1754,0.25"
Sodium,0.063828,"1754,0.5"
Silicon,0.014932,"1754,0.75"
Phosphorus,0.00169239,"1755,0.0"
Sulfur,0.00163487,"1755,0.25"
Chlorine,0.0458357,"1755,0.5"
Potassium,0.366072,"1755,0.75"
Manganese,0.000954317,"1756,0.0"
Bromine,0.410021,"1756,0.25"
Oxygen,0.697768,"1756,0.25"
Aluminum,0.00947425,"1756,0.25"
Silicon,0.291788,"1756,0.25"
Phosphorus,0,"1756,0.25"
Sulfur,0.000612891,"1756,0.25"
Manganese,0.000357762,"1756,0.25"
Oxygen,0.436721,"1756,0.25"
Sodium,0.116848,"1756,0.25"
Silicon,0.190225,"1756,0.25"
Phosphorus,0,"1756,0.25"
Sulfur,0.0019718,"1756,0.25"
Chlorine,0.0722234,"1756,0.25"
Potassium,0.0129382,"1756,0.25"
Manganese,0.00172649,"1756,0.25"
Bromine,0.167346,"1756,0.25"
Oxygen,0.682909,"1756,0.25"
Sodium,0.0141002,"1756,0.25"
Magnesium,0.00410303,"1756,0.25"
Aluminum,0.0231242,"1756,0.25"
Silicon,0.0808161,"1756,0.25"
Phosphorus,0.0909925,"1756,0.25"
Sulfur,0.00233362,"1756,0.25"
Potassium,0.00127603,"1756,0.25"
Calcium,0.040457,"1756,0.25"
Titanium,0.00208321,"1762,0.5"
Chromium,0.00191896,"1762,0.75"
Manganese,0.00227033,"1763,0.0"
Iron,0.00491335,"1763,0.25"
Nickel,0.015302,"1763,0.5"
Lanthanum,0.0334008,"1763,0.75"
Oxygen,0.651549,"1764,0.0"
Magnesium,0.0156375,"1764,0.25"
Aluminum,0.00580628,"1764,0.5"
Silicon,0.084418,"1764,0.75"
Phosphorus,0.0960398,"1765,0.0"
Sulfur,0.000697561,"1765,0.25"
Potassium,0.00114428,"1765,0.5"
Calcium,0.131166,"1765,0.75"
Titanium,0.00140109,"1766,0.0"
Chromium,0.00301145,"1766,0.25"
Manganese,0.00203593,"1766,0.5"
Iron,0.00480661,"1766,0.75"
Nickel,0.00228701,"1767,0.0"
Oxygen,0.616742,"1767,0.25"
Sodium,0.0135343,"1767,0.5"
Magnesium,0.00511989,"1767,0.75"
Aluminum,0,"1768,0.0"
Silicon,0.0864385,"1768,0.25"
Phosphorus,0.0984711,"1768,0.5"
Sulfur,0.000970656,"1768,0.75"
Potassium,0.00796136,"1769,0.0"
Calcium,0.0147567,"1769,0.25"
Titanium,0.00714861,"1769,0.5"
Chromium,0.0143672,"1769,0.75"
Manganese,0.0266301,"1770,0.0"
Iron,0.0557367,"1770,0.25"
Nickel,0.00265198,"1770,0.5"
Ytterbium,0.049471,"1770,0.75"
Oxygen,0.378338,"1771,0.0"
Magnesium,0,"1771,0.25"
Aluminum,0.137019,"1771,0.5"
Silicon,0.20673,"1771,0.75"
Phosphorus,0.00113603,"1772,0.0"
Sulfur,0.00109742,"1772,0.25"
Potassium,0.00360043,"1772,0.5"
Calcium,0.0043905,"1772,0.75"
Titanium,0.00440846,"1773,0.0"
Chromium,0.00609131,"1773,0.25"
Manganese,0.00640594,"1773,0.5"
Iron,0.0151238,"1773,0.75"
Nickel,0,"1774,0.0"
Zinc,0.0947413,"1774,0.25"
Bromine,0.140918,"1774,0.5"
Oxygen,0.554461,"1774,0.75"
Silicon,0.222394,"1775,0.0"
Phosphorus,0,"1775,0.25"
Sulfur,0.0160105,"1775,0.5"
Chlorine,0.00804437,"1775,0.75"
Manganese,0,"1776,0.0"
Iron,0.138413,"1776,0.25"
Bromine,0.060677,"1776,0.5"
Oxygen,0.180593,"1776,0.75"
Sodium,0.345483,"1777,0.0"
Silicon,0.0900074,"1777,0.25"
Chlorine,0.0871448,"1777,0.5"
Bromine,0.296771,"1777,0.75"
Oxygen,0.648295,"1778,0.0"
Magnesium,0.0156941,"1778,0.25"
Aluminum,0.00665978,"1778,0.5"
Silicon,0.0807273,"1778,0.75"
Phosphorus,0.0963875,"1779,0.0"
Sulfur,0.000700086,"1779,0.25"
Potassium,0.00172264,"1779,0.5"
Calcium,0.139483,"1779,0.75"
Titanium,0.000937444,"1780,0.0"
Chromium,0.00259059,"1780,0.25"
Manganese,0.00163464,"1780,0.5"
Iron,0.00402001,"1780,0.75"
Nickel,0.00114765,"1781,0.0"
Oxygen,0.354907,"1781,0.25"
Sodium,0.0954649,"1781,0.5"
Silicon,0.10512,"1781,0.75"
Phosphorus,0,"1782,0.0"
Sulfur,0.00354132,"1782,0.25"
Chlorine,0.0245546,"1782,0.5"
Potassium,0.178149,"1782,0.75"
Manganese,0,"1783,0.0"
Bromine,0.238263,"1783,0.0"
Oxygen,0.315746,"1783,0.0"
Silicon,0.117222,"1783,0.0"
Phosphorus,0.00145599,"1783,0.0"
Sulfur,0.0014065,"1783,0.0"
Chlorine,0.103035,"1783,0.0"
Manganese,0,"1783,0.0"
Iron,0.157489,"1783,0.0"
Bromine,0.303645,"1783,0.0"
Oxygen,0.565537,"1783,0.0"
Silicon,0.135245,"1783,0.0"
Phosphorus,0,"1783,0.0"
Sulfur,0.012923,"1783,0.0"
Manganese,0.00502899,"1783,0.0"
Gold,0.281267,"1783,0.0"
Oxygen,0.632211,"1783,0.0"
Magnesium,0.00267192,"1783,0.0"
Aluminum,0.0208813,"1783,0.0"
Silicon,0.27914,"1783,0.0"
Phosphorus,0.00349586,"1783,0.0"
Sulfur,0,"1788,0.25"
Potassium,0.00387781,"1788,0.5"
Calcium,0.0248597,"1788,0.75"
Titanium,0.00361759,"1789,0.0"
Chromium,0.00208272,"1789,0.25"
Manganese,0.00354829,"1789,0.5"
Iron,0.0151254,"1789,0.75"
Nickel,0.00848846,"1790,0.0"
Oxygen,0.657436,"1790,0.25"
Magnesium,0.000838225,"1790,0.5"
Aluminum,0.0060469,"1790,0.75"
Silicon,0.322222,"1791,0.0"
Phosphorus,0.00131605,"1791,0.25"
Sulfur,0.00063566,"1791,0.5"
Potassium,0.00104274,"1791,0.75"
Calcium,0.00254312,"1792,0.0"
Titanium,0.000851174,"1792,0.25"
Chromium,0.00156812,"1792,0.5"
Manganese,0.00259737,"1792,0.75"
Iron,0.00255505,"1793,0.0"
Nickel,0.000347344,"1793,0.25"
Oxygen,0.598733,"1793,0.5"
Magnesium,0.00544567,"1793,0.75"
Aluminum,0.00654745,"1794,0.0"
Silicon,0.180734,"1794,0.25"
Phosphorus,0,"1794,0.5"
Sulfur,0.00688279,"1794,0.75"
Potassium,0,"1795,0.0"
Calcium,0.0022029,"1795,0.25"
Titanium,0.00368653,"1795,0.5"
Chromium,0.00594276,"1795,0.75"
Manganese,0.00642828,"1796,0.0"
Iron,0.014228,"1796,0.25"
Nickel,0.0165482,"1796,0.5"
Palladium,0.0431504,"1796,0.75"
Gold,0.10947,"1797,0.0"
Oxygen,0.764888,"1797,0.25"
Magnesium,0.00682327,"1797,0.5"
Silicon,0.04726,"1797,0.75"
Phosphorus,0.000669552,"1798,0.0"
Sulfur,0.0892578,"1798,0.25"
Calcium,0.0781475,"1798,0.5"
Manganese,0.000755105,"1798,0.75"
Bromine,0.0121986,"1799,0.0"
Oxygen,0.570341,"1799,0.25"
Magnesium,0.00125075,"1799,0.5"
Aluminum,0.00225571,"1799,0.75"
Silicon,0.0942109,"1800,0.0"
Phosphorus,0,"1800,0.25"
Sulfur,0,"1800,0.5"
Potassium,0,"1800,0.75"
Calcium,0,"1801,0.0"
Titanium,0,"1801,0.25"
Chromium,0,"1801,0.5"
Manganese,0,"1801,0.75"
Iron,0.32624,"1802,0.0"
Nickel,0.00570115,"1802,0.25"
Oxygen,0.684403,"1802,0.5"
Magnesium,0.00228561,"1802,0.75"
Aluminum,0,"1803,0.0"
Silicon,0.0880591,"1803,0.25"
Phosphorus,0.0870214,"1803,0.5"
Sulfur,0.00259991,"1803,0.75"
Potassium,0.00142164,"1804,0.0"
Calcium,0.0325916,"1804,0.25"
Titanium,0.00174069,"1804,0.5"
Chromium,0.00106896,"1804,0.75"
Manganese,0.00202352,"1805,0.0"
Iron,0.00646928,"1805,0.25"
Nickel,0.0165745,"1805,0.5"
Bromine,0.0271253,"1805,0.75"
Lanthanum,0.0466151,"1806,0.0"
Oxygen,0.623544,"1806,0.25"
Sodium,0.00910802,"1806,0.5"
Magnesium,0.0441451,"1806,0.75"
Silicon,0.157542,"1807,0.0"
Phosphorus,0.0177501,"1807,0.25"
Sulfur,0.00326605,"1807,0.5"
Calcium,0.00979999,"1807,0.75"
Manganese,0.000953242,"1808,0.0"
Iron,0.0520429,"1808,0.25"
Germanium,0.00288586,"1808,0.5"
Bromine,0.078963,"1808,0.75"
Oxygen,0.622972,"1809,0.0"
Magnesium,0.0296003,"1809,0.25"
Silicon,0.124195,"1809,0.5"
Phosphorus,0.019662,"1809,0.75"
Sulfur,0,"1810,0.0"
Chlorine,0.0257668,"1810,0.25"
Calcium,0.00414485,"1810,0.5"
Manganese,0,"1810,0.75"
Iron,0.0842775,"1811,0.0"
Bromine,0.089382,"1811,0.25"
Oxygen,0.331355,"1811,0.5"
Sodium,0.0438289,"1811,0.75"
Magnesium,0.0184222,"1812,0.0"
Aluminum,0.121822,"1812,0.25"
Silicon,0.0784196,"1812,0.5"
Phosphorus,0.00120516,"1812,0.75"
Sulfur,0.00116419,"1813,0.0"
Chlorine,0.0831789,"1813,0.25"
Potassium,0.00286463,"1813,0.5"
Calcium,0.00558918,"1813,0.75"
Titanium,0.000779451,"1814,0.0"
Chromium,0.0122059,"1814,0.25"
Manganese,0,"1814,0.5"
Iron,0.163782,"1814,0.75"
Nickel,0.00190845,"1815,0.0"
Bromine,0.120528,"1815,0.25"
Thulium,0.012946,"1815,0.5"
Oxygen,0.722662,"1815,0.75"
Sodium,0.0494169,"1816,0.0"
Silicon,0.0521342,"1816,0.25"
Phosphorus,0.000705535,"1816,0.5"
Sulfur,0.0845128,"1816,0.75"
Chlorine,0.00431478,"1817,0.0"
Potassium,0.0206835,"1817,0.25"
Manganese,0,"1817,0.5"
Iron,0.0524423,"1817,0.75"
Bromine,0.0131276,"1818,0.0"
Oxygen,0.590294,"1818,0.25"
Aluminum,0.0174009,"1818,0.5"
Silicon,0.0898006,"1818,0.75"
Iron,0.302504,"1819,0.0"
Oxygen,0.557339,"1819,0.25"
Silicon,0.303854,"1819,0.5"
Phosphorus,0,"1819,0.75"
Sulfur,0.0158892,"1820,0.0"
Chlorine,0.0201183,"1820,0.25"
Manganese,0,"1820,0.5"
Iron,0.0597613,"1820,0.75"
Bromine,0.0430378,"1821,0.0"
Oxygen,0.605861,"1821,0.25"
Magnesium,0.0934753,"1821,0.5"
Aluminum,0.0182895,"1821,0.75"
Silicon,0.239736,"1822,0.0"
Phosphorus,0.00138453,"1822,0.25"
Sulfur,0.000668737,"1822,0.5"
Potassium,0.0016455,"1822,0.75"
Calcium,0.00428072,"1823,0.0"
Titanium,0.00179093,"1823,0.25"
Chromium,0.00329945,"1823,0.25"
Manganese,0.00234216,"1823,0.25"
Iron,0.026496,"1823,0.25"
Nickel,0.000730837,"1823,0.25"
Oxygen,0.245106,"1823,0.25"
Sodium,0.286388,"1823,0.25"
Silicon,0.157232,"1823,0.25"
Phosphorus,0,"1823,0.25"
Sulfur,0.00118724,"1823,0.25"
Chlorine,0.0375807,"1823,0.25"
Manganese,0,"1823,0.25"
Bromine,0.272506,"1823,0.25"
Oxygen,0.535079,"1823,0.25"
Magnesium,0.0113557,"1823,0.25"
Aluminum,0.00204798,"1823,0.25"
Silicon,0.143541,"1827,0.25"
Phosphorus,0,"1827,0.5"
Sulfur,0.00516688,"1827,0.75"
Potassium,0.00706317,"1828,0.0"
Calcium,0.00137809,"1828,0.25"
Titanium,0.00691866,"1828,0.5"
Chromium,0.00743534,"1828,0.75"
Manganese,0.0140749,"1829,0.0"
Iron,0.0108787,"1829,0.25"
Nickel,0.0385857,"1829,0.5"
Palladium,0.0571028,"1829,0.75"
Gold,0.159372,"1830,0.0"
Oxygen,0.646298,"1830,0.25"
Magnesium,0.0156457,"1830,0.5"
Aluminum,0.00663926,"1830,0.75"
Silicon,0.0868531,"1831,0.0"
Phosphorus,0.0975356,"1831,0.25"
Sulfur,0.00069793,"1831,0.5"
Potassium,0.00171734,"1831,0.75"
Calcium,0.133469,"1832,0.0"
Titanium,0.00140183,"1832,0.25"
Chromium,0.00301304,"1832,0.5"
Manganese,0.000814802,"1832,0.5"
Iron,0.00400763,"1832,0.5"
Nickel,0.00190685,"1832,0.5"
Oxygen,0.764449,"1832,0.5"
Sodium,0.0149537,"1832,0.5"
Silicon,0.0704032,"1832,0.5"
Phosphorus,0,"1832,0.5"
Sulfur,0.0650173,"1832,0.5"
Potassium,0.0148437,"1832,0.5"
Manganese,0,"1832,0.5"
Iron,0.0558086,"1832,0.5"
Bromine,0.0145243,"1832,0.5"
Oxygen,0.623893,"1832,0.5"
Magnesium,0.0131196,"1832,0.5"
Aluminum,0.00676028,"1832,0.5"
Silicon,0.100606,"1836,0.5"
Phosphorus,0.100785,"1836,0.75"
Sulfur,0.000710652,"1837,0.0"
Potassium,0.00174864,"1837,0.25"
Calcium,0.14102,"1837,0.5"
Titanium,0.00142739,"1837,0.75"
Chromium,0.00262969,"1838,0.0"
Manganese,0.00207414,"1838,0.25"
Iron,0.00367261,"1838,0.5"
Nickel,0.00155329,"1838,0.75"
Oxygen,0.546489,"1839,0.0"
Silicon,0.325509,"1839,0.25"
Phosphorus,0.00161281,"1839,0.5"
Sulfur,0,"1839,0.75"
Calcium,0.0330356,"1840,0.0"
Manganese,0.0022736,"1840,0.25"
Iron,0.068886,"1840,0.5"
Bromine,0.022194,"1840,0.75"
Oxygen,0.593906,"1841,0.0"
Sodium,0.00630767,"1841,0.25"
Magnesium,0.0139191,"1841,0.5"
Aluminum,0.0116549,"1841,0.75"
Silicon,0.0946861,"1842,0.0"
Phosphorus,0.103024,"1842,0.25"
Sulfur,0.000753956,"1842,0.5"
Potassium,0.0012368,"1842,0.75"
Calcium,0.153233,"1843,0.0"
Titanium,0.00151437,"1843,0.25"
Chromium,0.000464988,"1843,0.5"
Manganese,0.00220053,"1843,0.75"
Iron,0.00779282,"1844,0.0"
Nickel,0.00164794,"1844,0.25"
Lanthanum,0.00765831,"1844,0.5"
Oxygen,0.695161,"1844,0.75"
Magnesium,0.00108375,"1845,0.0"
Aluminum,0,"1845,0.25"
Silicon,0.114472,"1845,0.5"
Phosphorus,0.0740168,"1845,0.75"
Sulfur,0.00246556,"1846,0.0"
Potassium,0.00134817,"1846,0.25"
Calcium,0.0269618,"1846,0.5"
Titanium,0.00110049,"1846,0.75"
Chromium,0.000506862,"1847,0.0"
Manganese,0.00239869,"1847,0.25"
Iron,0.00802266,"1847,0.5"
Nickel,0.0148198,"1847,0.75"
Bromine,0.0191278,"1848,0.0"
Lanthanum,0.0385145,"1848,0.25"
Oxygen,0.688174,"1848,0.5"
Sodium,0.0124345,"1848,0.75"
Silicon,0.285078,"1849,0.0"
Bromine,0.014314,"1849,0.25"
Oxygen,0.171807,"1849,0.5"
Sodium,0.35621,"1849,0.75"
Aluminum,0.0439675,"1850,0.0"
Silicon,0.0518087,"1850,0.25"
Chlorine,0.376207,"1850,0.5"
Oxygen,0.612612,"1850,0.75"
Sodium,0.0173386,"1851,0.0"
Magnesium,0.00431514,"1851,0.25"
Aluminum,0.0653713,"1851,0.5"
Silicon,0.272728,"1851,0.75"
Phosphorus,0.00203249,"1852,0.0"
Sulfur,0.00065447,"1852,0.25"
Potassium,0.0064416,"1852,0.5"
Calcium,0.00680777,"1852,0.75"
Titanium,0.0021909,"1853,0.0"
Chromium,0.00161453,"1853,0.25"
Manganese,0.0011461,"1853,0.5"
Iron,0.00638873,"1853,0.75"
Nickel,0.000357622,"1854,0.0"
Oxygen,0.620617,"1854,0.25"
Sodium,0.0156994,"1854,0.5"
Aluminum,0.0200827,"1854,0.75"
Silicon,0.153337,"1855,0.0"
Iron,0.190264,"1855,0.25"
Oxygen,0.573545,"1855,0.5"
Magnesium,0.0128902,"1855,0.75"
Aluminum,0.00211339,"1856,0.0"
Silicon,0.147112,"1856,0.25"
Phosphorus,0.00091992,"1856,0.5"
Sulfur,0,"1856,0.75"
Potassium,0,"1857,0.0"
Calcium,0,"1857,0.25"
Titanium,0,"1857,0.5"
Chromium,0,"1857,0.75"
Manganese,0,"1857,0.75"
Iron,0.25565,"1857,0.75"
Nickel,0.0077694,"1857,0.75"
Oxygen,0.456826,"1857,0.75"
Sodium,0.0354561,"1857,0.75"
Magnesium,0.00248383,"1857,0.75"
Aluminum,0.059354,"1857,0.75"
Silicon,0.134404,"1857,0.75"
Phosphorus,0,"1857,0.75"
Sulfur,0.00188359,"1857,0.75"
Chlorine,0.045995,"1857,0.75"
Potassium,0.141361,"1857,0.75"
Calcium,0.000753577,"1857,0.75"
Titanium,0.0012611,"1857,0.75"
Chromium,0.00232334,"1857,0.75"
Manganese,0.00164926,"1861,0.75"
Iron,0.00486715,"1862,0.0"
Nickel,0.00102925,"1862,0.25"
Bromine,0.110353,"1862,0.5"
Oxygen,0.683717,"1862,0.75"
Sodium,0.00659288,"1863,0.0"
Magnesium,0.0151422,"1863,0.25"
Aluminum,0.008032,"1863,0.5"
Silicon,0.0740328,"1863,0.75"
Phosphorus,0.0839082,"1864,0.0"
Sulfur,0.00067547,"1864,0.25"
Potassium,0.00166207,"1864,0.5"
Calcium,0.115122,"1864,0.75"
Titanium,0.00135672,"1865,0.0"
Chromium,0.00208291,"1865,0.25"
Manganese,0.000788581,"1865,0.5"
Iron,0.00504226,"1865,0.75"
Nickel,0.00184549,"1866,0.0"
Carbon,0.33373,"1866,0.25"
Oxygen,0.468758,"1866,0.5"
Sodium,0.00523543,"1866,0.75"
Magnesium,0.000707324,"1867,0.0"
Aluminum,0.0025513,"1867,0.25"
Silicon,0.179431,"1867,0.5"
Phosphorus,0.000555265,"1867,0.75"
Sulfur,0.00107279,"1868,0.0"
Potassium,0.00175981,"1868,0.25"
Calcium,0.00171678,"1868,0.5"
Titanium,0.000718251,"1868,0.75"
Chromium,0.00099243,"1869,0.0"
Manganese,0.000939322,"1869,0.25"
Iron,0.00154003,"1869,0.5"
Nickel,0.000293101,"1869,0.75"
Oxygen,0.468345,"1870,0.0"
Magnesium,0.0374237,"1870,0.25"
Aluminum,0.0573691,"1870,0.5"
Silicon,0.168485,"1870,0.75"
Phosphorus,0.0117514,"1871,0.0"
Sulfur,0.00756798,"1871,0.25"
Chlorine,0.0299446,"1871,0.5"
Potassium,0.00155182,"1871,0.75"
Calcium,0.0037847,"1872,0.0"
Titanium,0.00126673,"1872,0.25"
Chromium,0.00116685,"1872,0.5"
Manganese,0,"1872,0.75"
Iron,0.133629,"1873,0.0"
Nickel,0.00103384,"1873,0.25"
Bromine,0.0766804,"1873,0.5"
Carbon,0.210083,"1873,0.75"
Oxygen,0.425633,"1874,0.0"
Sodium,0.0126204,"1874,0.0"
Aluminum,0.0190416,"1874,0.0"
Silicon,0.225747,"1874,0.0"
Chlorine,0.00692644,"1874,0.0"
Iron,0.0999477,"1874,0.0"
Carbon,0.0159234,"1874,0.0"
Oxygen,0.515949,"1874,0.0"
Magnesium,0.00131058,"1874,0.0"
Aluminum,0.00236361,"1874,0.0"
Silicon,0.0941788,"1874,0.0"
Phosphorus,0,"1874,0.0"
Sulfur,0,"1874,0.0"
Potassium,0.00163035,"1877,0.25"
Calcium,0.000795242,"1877,0.5"
Titanium,0,"1877,0.75"
Chromium,0,"1878,0.0"
Manganese,0,"1878,0.25"
Iron,0.362962,"1878,0.5"
Nickel,0.00488771,"1878,0.75"
Oxygen,0.106851,"1879,0.0"
Sodium,0.459843,"1879,0.25"
Silicon,0.0237258,"1879,0.5"
Phosphorus,0,"1879,0.75"
Sulfur,0.00271061,"1880,0.0"
Chlorine,0.372624,"1880,0.25"
Manganese,0.000527419,"1880,0.5"
Bromine,0.0337188,"1880,0.75"
Oxygen,0.279009,"1881,0.0"
Sodium,0.339078,"1881,0.25"
Silicon,0.0756319,"1881,0.5"
Phosphorus,0,"1881,0.75"
Sulfur,0.00251566,"1882,0.0"
Chlorine,0.265436,"1882,0.25"
Manganese,0.000978974,"1882,0.5"
Bromine,0.0373506,"1882,0.75"
Oxygen,0.595005,"1883,0.0"
Silicon,0.0759081,"1883,0.25"
Phosphorus,0,"1883,0.5"
Sulfur,0,"1883,0.75"
Manganese,0,"1884,0.0"
Iron,0.329086,"1884,0.25"
Oxygen,0.34325,"1884,0.5"
Sodium,0.223961,"1884,0.75"
Silicon,0.0809024,"1885,0.0"
Sulfur,0.0129914,"1885,0.25"
Chlorine,0.0363164,"1885,0.5"
Potassium,0.0116243,"1885,0.75"
Iron,0.0203451,"1886,0.0"
Bromine,0.270609,"1886,0.25"
Oxygen,0.64248,"1886,0.5"
Magnesium,0.000847063,"1886,0.75"
Aluminum,0.00381916,"1887,0.0"
Silicon,0.339554,"1887,0.25"
Phosphorus,0.000664963,"1887,0.5"
Sulfur,0.000642362,"1887,0.75"
Potassium,0.00105374,"1888,0.0"
Calcium,0.00154196,"1888,0.25"
Titanium,0.000860149,"1888,0.5"
Chromium,0.00118849,"1888,0.75"
Manganese,0.00262475,"1889,0.0"
Iron,0.0033197,"1889,0.25"
Nickel,0.00140403,"1889,0.5"
Oxygen,0.636227,"1889,0.75"
Magnesium,0.000881201,"1890,0.0"
Aluminum,0.0150977,"1890,0.25"
Silicon,0.305173,"1890,0.5"
Phosphorus,0.00138353,"1890,0.75"
Sulfur,0,"1891,0.0"
Potassium,0.00219241,"1891,0.25"
Calcium,0.0032082,"1891,0.5"
Titanium,0.00134222,"1891,0.75"
Chromium,0.00329705,"1892,0.0"
Manganese,0.0105321,"1892,0.25"
Iron,0.0195698,"1892,0.5"
Nickel,0.00109546,"1892,0.75"
Oxygen,0.616063,"1893,0.0"
Magnesium,0.000910796,"1893,0.25"
Aluminum,0.010677,"1893,0.5"
Silicon,0.31148,"1893,0.75"
Phosphorus,0.00214499,"1894,0.0"
Sulfur,0.000690694,"1894,0.25"
Potassium,0.000566511,"1894,0.5"
Calcium,0.00276329,"1894,0.75"
Titanium,0.0013873,"1895,0.0"
Chromium,0.0102233,"1895,0.25"
Manganese,0.00927308,"1895,0.5"
Iron,0.0281592,"1895,0.75"
Nickel,0.00566125,"1896,0.0"
Oxygen,0.65474,"1896,0.25"
Magnesium,0.0859797,"1896,0.5"
Aluminum,0.0161204,"1896,0.75"
Silicon,0.204895,"1897,0.0"
Phosphorus,0.00668277,"1897,0.25"
Sulfur,0.000645564,"1897,0.5"
Calcium,0.00568202,"1897,0.75"
Manganese,0.0011305,"1898,0.0"
Iron,0.0192761,"1898,0.25"
Germanium,0.00484853,"1898,0.5"
Oxygen,0.5961,"1898,0.75"
Magnesium,0.100323,"1899,0.0"
Aluminum,0.0106914,"1899,0.25"
Silicon,0.22899,"1899,0.5"
Phosphorus,0,"1899,0.75"
Sulfur,0.000691627,"1900,0.0"
Potassium,0.00113455,"1900,0.25"
Calcium,0.00332043,"1900,0.5"
Titanium,0.000463058,"1900,0.75"
Chromium,0.000853095,"1901,0.0"
Manganese,0,"1901,0.25"
Iron,0.0544087,"1901,0.5"
Nickel,0.00302341,"1901,0.75"
Oxygen,0.574096,"1902,0.0"
Magnesium,0.00274355,"1902,0.25"
Aluminum,0.00989589,"1902,0.5"
Silicon,0.355508,"1902,0.75"
Phosphorus,0.0100508,"1903,0.0"
Sulfur,0.000693515,"1903,0.25"
Potassium,0.0022753,"1903,0.5"
Calcium,0.0227515,"1903,0.75"
Titanium,0.00139297,"1903,0.75"
Chromium,0.00384941,"1903,0.75"
Manganese,0.00283377,"1903,0.75"
Iron,0.00318582,"1903,0.75"
Nickel,0.0026527,"1903,0.75"
Bromine,0.00807044,"1903,0.75"
Oxygen,0.304027,"1903,0.75"
Sodium,0.18506,"1903,0.75"
Silicon,0.22538,"1903,0.75"
Phosphorus,0,"1903,0.75"
Sulfur,0.00446123,"1903,0.75"
Chlorine,0.0393386,"1903,0.75"
Manganese,0.00130207,"1903,0.75"
Iron,0.0211341,"1903,0.75"
Bromine,0.219298,"1903,0.75"
Oxygen,0.557359,"1903,0.75"
Magnesium,0.0204851,"1903,0.75"
Silicon,0.348508,"1903,0.75"
Phosphorus,0.000804063,"1903,0.75"
Sulfur,0.00155347,"1903,0.75"
Manganese,0.00272041,"1903,0.75"
Bromine,0.0685707,"1903,0.75"
Oxygen,0.597035,"1903,0.75"
Sodium,0.0157471,"1903,0.75"
Magnesium,0.000930774,"1903,0.75"
Aluminum,0.0201436,"1903,0.75"
Silicon,0.171647,"1903,0.75"
Phosphorus,0.00146136,"1903,0.75"
